series,episode,baker,result,signature_bake,technical,show_stopper,baker_name,baker_age,baker_occupation,hometown
8,5,Kate,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,8,'My Great Great Nan's' Raspberry Trifle Terrine,Kate Lyon,29,Health and safety inspector,Merseyside
8,5,Liam,IN,Cherries & Lemons that are 'Baked Well',2,'Cheers Lads' Trifle Terrine,Liam Charles,19,Student,North London
8,5,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Sophie,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding",1,"Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,5,Stacey,IN,Bakewell Tart Steamed School Pudding,4,Tropical Trifle Terrine,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,5,Steven,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,5,'From Across the Jelly Pond' Trifle Terrine,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,5,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Yan,IN,Mango Fruit Hat Steamed School Pudding,6,'Heart of a Hero' Trifle Terrine,Yan Tsou,46,Laboratory research scientist,North London
8,6,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,6,James,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Julia,OUT,'Pies from the Tree' Decorative Pies,7,'Special Occasion' Pie,Julia Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,6,Kate,IN,'Vegetarian Pie Faces' Decorative Pies,5,Potato Curry Pie with Mango & Chilli Glaze,Kate Lyon,29,Health and safety inspector,Merseyside
8,6,Liam,STAR BAKER,'Standard FC' Decorative Pies,4,'Nan's Sunday Dinner' Pie,Liam Charles,19,Student,North London
8,6,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Sophie,IN,'The Four Seasons' Decorative Pies,2,Game Pie with Glazed Forest Fruits,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,6,Stacey,IN,'Love Theme' Decorative Pies,6,Indian Hand Raised Pie with Mango,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,6,Steven,IN,'Fleetwood Mac' Decorative Pies,3,Christmas Pie,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,6,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Yan,IN,'πr2' Decorative Pies,1,Chequerboard Pie,Yan Tsou,46,Laboratory research scientist,North London
8,7,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,7,James,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Kate,IN,'Happy Hour' Cocktail Cannoli,6,'Flavour Fusion' Sfogliatelle,Kate Lyon,29,Health and safety inspector,Merseyside
8,7,Liam,IN,'Just Doing Me' Cannoli,2,'Morning Delivery' Sfogliatelle,Liam Charles,19,Student,North London
8,7,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Sophie,IN,'Classics with a Twist' Cannoli,3,'Classics' Sfogliatelle,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,7,Stacey,IN,My All Time Favourite Desserts,4,Pastry Surprise,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,7,Steven,STAR BAKER,Italian Style Cannoli,1,'Sicilian-style' Sfogliatelle,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,7,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Yan,OUT,Cannoli Cocktails,5,Canadian-Style Sfogliatelle,Yan Tsou,46,Laboratory research scientist,North London
8,8,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,8,James,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Kate,IN,Burrito Bedfordshire Clangers,2,'Liver Building Turret' Savoy Cake,Kate Lyon,29,Health and safety inspector,Merseyside
8,8,Liam,OUT,'Take Out' Bedfordshire Clangers,5,'Fort Wizardore' Savoy Cake,Liam Charles,19,Student,North London
8,8,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Sophie,IN,Char Siu & Banana Praline Bedfordshire Clangers,4,Citrus with Green Apple Croquembouche Savoy Cake,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,8,Stacey,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,3,'Bright' Lemon & Orange Savoy Cake,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,8,Steven,IN,'Mediterranean Medley' Bedfordshire Clangers,1,Chestnut Rum Savoy Cake,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,8,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Yan,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,9,James,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Kate,IN,Bellini and Valencian Orange Choux Buns,4,'Rainbow' Meringue Centrepiece,Kate Lyon,29,Health and safety inspector,Merseyside
8,9,Liam,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Sophie,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,1,'Tutu with Opera Filling' Meringue Centrepiece,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,9,Stacey,OUT,'Choux-nicorn and Choux-moji' Choux Buns,2,'Flamingos in Love' Meringue Centrepiece,Stacey Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,9,Steven,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,3,'Some Air Over the Rainbow' Meringue Centrepiece,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,9,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Yan,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,10,James,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Kate,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads",3,"White Chocolate, Yuzu and Lychee Entremet",Kate Lyon,29,Health and safety inspector,Merseyside
8,10,Liam,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Sophie,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",2,'Ode to the Honey Bee' Entremet,Sophie Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,10,Stacey,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Steven,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",1,'Yin Yang' Entremet,Steven Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,10,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Yan,NA,NA,NA,NA,NA,NA,NA,NA
9,1,Antony,IN,NA,12,NA,NA,NA,NA,NA
9,1,Briony,IN,NA,2,NA,NA,NA,NA,NA
9,1,Dan,IN,NA,4,NA,NA,NA,NA,NA
9,1,Imelda,OUT,NA,11,NA,NA,NA,NA,NA
9,1,Jon,IN,NA,5,NA,NA,NA,NA,NA
9,1,Karen,IN,NA,6,NA,NA,NA,NA,NA
9,1,Kim-Joy,IN,NA,10,NA,NA,NA,NA,NA
9,1,Luke,IN,NA,8,NA,NA,NA,NA,NA
9,1,Manon,STAR BAKER,NA,3,NA,NA,NA,NA,NA
9,1,Rahul,IN,NA,7,NA,NA,NA,NA,NA
9,1,Ruby,IN,NA,1,NA,NA,NA,NA,NA
9,1,Terry,IN,NA,9,NA,NA,NA,NA,NA
9,2,Antony,IN,NA,9,NA,NA,NA,NA,NA
9,2,Briony,IN,NA,5,NA,NA,NA,NA,NA
9,2,Dan,IN,NA,3,NA,NA,NA,NA,NA
9,2,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,2,Jon,IN,NA,1,NA,NA,NA,NA,NA
9,2,Karen,IN,NA,11,NA,NA,NA,NA,NA
9,2,Kim-Joy,IN,NA,4,NA,NA,NA,NA,NA
9,2,Luke,OUT,NA,7,NA,NA,NA,NA,NA
9,2,Manon,IN,NA,6,NA,NA,NA,NA,NA
9,2,Rahul,STAR BAKER,NA,2,NA,NA,NA,NA,NA
9,2,Ruby,IN,NA,10,NA,NA,NA,NA,NA
9,2,Terry,IN,NA,8,NA,NA,NA,NA,NA
9,3,Antony,OUT,NA,8,NA,NA,NA,NA,NA
9,3,Briony,IN,NA,9,NA,NA,NA,NA,NA
9,3,Dan,IN,NA,6,NA,NA,NA,NA,NA
9,3,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Jon,IN,NA,2,NA,NA,NA,NA,NA
9,3,Karen,IN,NA,5,NA,NA,NA,NA,NA
9,3,Kim-Joy,IN,NA,10,NA,NA,NA,NA,NA
9,3,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Manon,IN,NA,3,NA,NA,NA,NA,NA
9,3,Rahul,STAR BAKER,NA,4,NA,NA,NA,NA,NA
9,3,Ruby,IN,NA,7,NA,NA,NA,NA,NA
9,3,Terry,IN,NA,1,NA,NA,NA,NA,NA
9,4,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Briony,IN,NA,5,NA,NA,NA,NA,NA
9,4,Dan,STAR BAKER,NA,1,NA,NA,NA,NA,NA
9,4,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Jon,IN,NA,3,NA,NA,NA,NA,NA
9,4,Karen,IN,NA,7,NA,NA,NA,NA,NA
9,4,Kim-Joy,IN,NA,6,NA,NA,NA,NA,NA
9,4,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Manon,IN,NA,8,NA,NA,NA,NA,NA
9,4,Rahul,IN,NA,4,NA,NA,NA,NA,NA
9,4,Ruby,IN,NA,2,NA,NA,NA,NA,NA
9,4,Terry,[a],NA,NA,NA,NA,NA,NA,NA
9,5,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Briony,IN,NA,6,NA,NA,NA,NA,NA
9,5,Dan,IN,NA,2,NA,NA,NA,NA,NA
9,5,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Jon,IN,NA,7,NA,NA,NA,NA,NA
9,5,Karen,OUT,NA,9,NA,NA,NA,NA,NA
9,5,Kim-Joy,STAR BAKER,NA,4,NA,NA,NA,NA,NA
9,5,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Manon,IN,NA,5,NA,NA,NA,NA,NA
9,5,Rahul,IN,NA,3,NA,NA,NA,NA,NA
9,5,Ruby,IN,NA,1,NA,NA,NA,NA,NA
9,5,Terry,OUT,NA,8,NA,NA,NA,NA,NA
9,6,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Briony,STAR BAKER,NA,1,NA,NA,NA,NA,NA
9,6,Dan,OUT,NA,6,NA,NA,NA,NA,NA
9,6,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Jon,IN,NA,2,NA,NA,NA,NA,NA
9,6,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Kim-Joy,IN,NA,5,NA,NA,NA,NA,NA
9,6,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Manon,IN,NA,4,NA,NA,NA,NA,NA
9,6,Rahul,IN,NA,3,NA,NA,NA,NA,NA
9,6,Ruby,IN,NA,7,NA,NA,NA,NA,NA
9,6,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Briony,IN,NA,5,NA,NA,NA,NA,NA
9,7,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Jon,OUT,NA,4,NA,NA,NA,NA,NA
9,7,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Kim-Joy,STAR BAKER,NA,6,NA,NA,NA,NA,NA
9,7,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Manon,IN,NA,2,NA,NA,NA,NA,NA
9,7,Rahul,IN,NA,1,NA,NA,NA,NA,NA
9,7,Ruby,IN,NA,3,NA,NA,NA,NA,NA
9,7,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Briony,IN,NA,1,NA,NA,NA,NA,NA
9,8,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Jon,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Kim-Joy,IN,NA,2,NA,NA,NA,NA,NA
9,8,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Manon,OUT,NA,4,NA,NA,NA,NA,NA
9,8,Rahul,IN,NA,5,NA,NA,NA,NA,NA
9,8,Ruby,STAR BAKER,NA,3,NA,NA,NA,NA,NA
9,8,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Briony,OUT,NA,3,NA,NA,NA,NA,NA
9,9,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Jon,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Kim-Joy,IN,NA,2,NA,NA,NA,NA,NA
9,9,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Manon,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Rahul,IN,NA,4,NA,NA,NA,NA,NA
9,9,Ruby,STAR BAKER,NA,1,NA,NA,NA,NA,NA
9,9,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Briony,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Dan,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Jon,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Karen,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Kim-Joy,Runner-up,NA,1,NA,NA,NA,NA,NA
9,10,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Manon,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Rahul,WINNER,NA,2,NA,NA,NA,NA,NA
9,10,Ruby,Runner-up,NA,3,NA,NA,NA,NA,NA
9,10,Terry,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,Antony,NA,NA,NA,NA,Antony Amourdoux,30,Banker,London
9,NA,Briony,NA,NA,NA,NA,Briony Williams,33,Full-time parent,Bristol
9,NA,Dan,NA,NA,NA,NA,Dan Beasley-Harling,36,Full-time parent,London
9,NA,Imelda,NA,NA,NA,NA,Imelda McCarron,33,Countryside recreation officer,County Tyrone
9,NA,Jon,NA,NA,NA,NA,Jon Jenkins,47,Blood courier,Newport
9,NA,Karen,NA,NA,NA,NA,Karen Wright,60,In-store sampling assistant,Wakefield
9,NA,Kim-Joy,NA,NA,NA,NA,Kim-Joy Hewlett,27,Mental health specialist,Leeds
9,NA,Luke,NA,NA,NA,NA,Luke Thompson,30,Civil servant/house and techno DJ,Sheffield
9,NA,Manon,NA,NA,NA,NA,Manon Lagrave,26,Software project manager,London
9,NA,Rahul,NA,NA,NA,NA,Rahul Mandal,30,Research scientist,Rotherham
9,NA,Ruby,NA,NA,NA,NA,Ruby Bhogal,29,Project manager,London
9,NA,Terry,NA,NA,NA,NA,Terry Hartill,56,Retired air steward,West Midlands
10,1,Alice,IN,NA,5,NA,NA,NA,NA,NA
10,1,Amelia,IN,NA,4,NA,NA,NA,NA,NA
10,1,Dan,OUT,NA,9,NA,NA,NA,NA,NA
10,1,David,IN,NA,10,NA,NA,NA,NA,NA
10,1,Helena,IN,NA,12,NA,NA,NA,NA,NA
10,1,Henry,IN,NA,1,NA,NA,NA,NA,NA
10,1,Jamie,IN,NA,13,NA,NA,NA,NA,NA
10,1,Michael,IN,NA,11,NA,NA,NA,NA,NA
10,1,Michelle,STAR BAKER,NA,6,NA,NA,NA,NA,NA
10,1,Phil,IN,NA,8,NA,NA,NA,NA,NA
10,1,Priya,IN,NA,7,NA,NA,NA,NA,NA
10,1,Rosie,IN,NA,2,NA,NA,NA,NA,NA
10,1,Steph,IN,NA,3,NA,NA,NA,NA,NA
10,2,Alice,STAR BAKER,NA,1,NA,NA,NA,NA,NA
10,2,Amelia,IN,NA,9,NA,NA,NA,NA,NA
10,2,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,2,David,IN,NA,2,NA,NA,NA,NA,NA
10,2,Helena,IN,NA,12,NA,NA,NA,NA,NA
10,2,Henry,IN,NA,6,NA,NA,NA,NA,NA
10,2,Jamie,OUT,NA,11,NA,NA,NA,NA,NA
10,2,Michael,IN,NA,4,NA,NA,NA,NA,NA
10,2,Michelle,IN,NA,8,NA,NA,NA,NA,NA
10,2,Phil,IN,NA,3,NA,NA,NA,NA,NA
10,2,Priya,IN,NA,7,NA,NA,NA,NA,NA
10,2,Rosie,IN,NA,5,NA,NA,NA,NA,NA
10,2,Steph,IN,NA,10,NA,NA,NA,NA,NA
10,3,Alice,IN,NA,7,NA,NA,NA,NA,NA
10,3,Amelia,OUT,NA,11,NA,NA,NA,NA,NA
10,3,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,3,David,IN,NA,2,NA,NA,NA,NA,NA
10,3,Helena,IN,NA,8,NA,NA,NA,NA,NA
10,3,Henry,IN,NA,1,NA,NA,NA,NA,NA
10,3,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,3,Michael,STAR BAKER,NA,6,NA,NA,NA,NA,NA
10,3,Michelle,IN,NA,5,NA,NA,NA,NA,NA
10,3,Phil,IN,NA,10,NA,NA,NA,NA,NA
10,3,Priya,IN,NA,4,NA,NA,NA,NA,NA
10,3,Rosie,IN,NA,9,NA,NA,NA,NA,NA
10,3,Steph,IN,NA,3,NA,NA,NA,NA,NA
10,4,Alice,IN,NA,8,NA,NA,NA,NA,NA
10,4,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,4,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,4,David,IN,NA,2,NA,NA,NA,NA,NA
10,4,Helena,IN,NA,9,NA,NA,NA,NA,NA
10,4,Henry,IN,NA,3,NA,NA,NA,NA,NA
10,4,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,4,Michael,IN,NA,7,NA,NA,NA,NA,NA
10,4,Michelle,IN,NA,5,NA,NA,NA,NA,NA
10,4,Phil,OUT,NA,6,NA,NA,NA,NA,NA
10,4,Priya,IN,NA,10,NA,NA,NA,NA,NA
10,4,Rosie,IN,NA,4,NA,NA,NA,NA,NA
10,4,Steph,STAR BAKER,NA,1,NA,NA,NA,NA,NA
10,5,Alice,IN,NA,6,NA,NA,NA,NA,NA
10,5,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,5,David,IN,NA,9,NA,NA,NA,NA,NA
10,5,Helena,OUT,NA,1,NA,NA,NA,NA,NA
10,5,Henry,IN,NA,3,NA,NA,NA,NA,NA
10,5,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Michael,IN,NA,8,NA,NA,NA,NA,NA
10,5,Michelle,OUT,NA,7,NA,NA,NA,NA,NA
10,5,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Priya,IN,NA,2,NA,NA,NA,NA,NA
10,5,Rosie,IN,NA,5,NA,NA,NA,NA,NA
10,5,Steph,STAR BAKER,NA,4,NA,NA,NA,NA,NA
10,6,Alice,IN,NA,1,NA,NA,NA,NA,NA
10,6,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,6,David,IN,NA,2,NA,NA,NA,NA,NA
10,6,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Henry,IN,NA,4,NA,NA,NA,NA,NA
10,6,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Michael,IN,NA,6,NA,NA,NA,NA,NA
10,6,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Priya,OUT,NA,7,NA,NA,NA,NA,NA
10,6,Rosie,IN,NA,5,NA,NA,NA,NA,NA
10,6,Steph,STAR BAKER,NA,3,NA,NA,NA,NA,NA
10,7,Alice,IN,NA,6,NA,NA,NA,NA,NA
10,7,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,7,David,IN,NA,2,NA,NA,NA,NA,NA
10,7,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Henry,STAR BAKER,NA,3,NA,NA,NA,NA,NA
10,7,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Michael,OUT,NA,5,NA,NA,NA,NA,NA
10,7,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Rosie,IN,NA,1,NA,NA,NA,NA,NA
10,7,Steph,IN,NA,4,NA,NA,NA,NA,NA
10,8,Alice,IN,NA,3,NA,NA,NA,NA,NA
10,8,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,8,David,IN,NA,1,NA,NA,NA,NA,NA
10,8,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Henry,OUT,NA,5,NA,NA,NA,NA,NA
10,8,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Rosie,IN,NA,2,NA,NA,NA,NA,NA
10,8,Steph,STAR BAKER,NA,4,NA,NA,NA,NA,NA
10,9,Alice,STAR BAKER,NA,4,NA,NA,NA,NA,NA
10,9,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,9,David,IN,NA,2,NA,NA,NA,NA,NA
10,9,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Henry,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Rosie,OUT,NA,1,NA,NA,NA,NA,NA
10,9,Steph,IN,NA,3,NA,NA,NA,NA,NA
10,10,Alice,Runner-up,NA,2,NA,NA,NA,NA,NA
10,10,Amelia,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Dan,NA,NA,NA,NA,NA,NA,NA,NA
10,10,David,WINNER,NA,1,NA,NA,NA,NA,NA
10,10,Helena,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Henry,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Jamie,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Michael,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Michelle,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Phil,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Priya,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Rosie,NA,NA,NA,NA,NA,NA,NA,NA
10,10,Steph,Runner-up,NA,3,NA,NA,NA,NA,NA
10,NA,Alice,NA,NA,NA,NA,Alice Fevronia,28,Geography teacher,Essex
10,NA,Amelia,NA,NA,NA,NA,Amelia LeBruin,24,Fashion designer,Halifax
10,NA,Dan,NA,NA,NA,NA,Dan Chambers,32,Support worker,Rotherham
10,NA,David,NA,NA,NA,NA,David Atherton,36,International health adviser,Whitby
10,NA,Helena,NA,NA,NA,NA,Helena Garcia,40,Online project manager,Leeds
10,NA,Henry,NA,NA,NA,NA,Henry Bird,20,Student,Durham
10,NA,Jamie,NA,NA,NA,NA,Jamie Finn,20,Part-time waiter,Surrey
10,NA,Michael,NA,NA,NA,NA,Michael Chakraverty,26,Theatre manager/fitness instructor,Stratford-upon-Avon
10,NA,Michelle,NA,NA,NA,NA,Michelle Evans-Fecci,35,Print shop administrator,"Tenby, Wales"
10,NA,Phil,NA,NA,NA,NA,Phil Thorne,56,HGV driver,Rainham
10,NA,Priya,NA,NA,NA,NA,Priya O'Shea,34,Marketing consultant,Leicester
10,NA,Rosie,NA,NA,NA,NA,Rosie Brandreth-Poynter,28,Veterinary surgeon,Somerset
10,NA,Steph,NA,NA,NA,NA,Steph Blackwell,28,Shop assistant,Chester
